"student_id","cohort_hs_grad","sex","race_ethnicity","rural_flag","first_gen","iep_flag","ell_flag","frpl.x","hs_gpa","frpl.y","dual_credit_flag","hs_diploma_type","any_credential","earned_certificate","earned_associate","earned_bachelor","ever_employed","pct_qtrs_employed","avg_quarterly_wage","stably_employed","annual_wages_2023"
"STU000035",2016,"Male","Asian",0,0,0,0,0,3.39854483593934,0,0,"Standard",0,0,0,0,0,0,NA,0,0
"STU000036",2016,"Female","Asian",0,0,0,0,1,2.12710485524787,1,0,"Standard",0,0,0,0,1,0.321428571428571,12885.6666666667,0,34830
"STU000037",2016,"Male","AmericanIndian",0,0,0,0,1,2.53214334226221,1,0,"Standard",0,0,0,0,1,0.214285714285714,11086.3333333333,0,10077
"STU000038",2016,"Female","AmericanIndian",1,1,1,0,0,1.55136556278123,0,1,"Standard",0,0,0,0,1,0.428571428571429,10794.75,0,29662
"STU000039",2016,"Male","White",0,1,0,0,0,2.88568599282274,0,1,"Standard",1,0,0,1,0,0,NA,0,0
"STU000040",2016,"Female","White",0,1,0,0,1,2.66555491627307,1,0,"NonCompletion",0,0,0,0,1,0.785714285714286,8670.59090909091,0,19753
"STU000041",2016,"Female","White",0,1,0,0,0,2.89941374425565,0,0,"Standard",0,0,0,0,1,0.607142857142857,10705.2941176471,0,28317
"STU000042",2016,"Female","Asian",0,0,0,0,0,3.49342432708877,0,0,"Standard",1,0,0,1,1,0.428571428571429,15319.0833333333,0,26994
"STU000043",2016,"Male","White",0,1,0,0,1,2.60083339552667,1,0,"Standard",0,0,0,0,1,0.75,12858.2380952381,0,43182
"STU000044",2016,"Male","Hispanic",1,1,0,0,0,2.49697504248835,0,0,"Standard",0,0,0,0,1,0.321428571428571,10256.1111111111,0,25482
"STU000045",2016,"Male","Hispanic",0,0,0,0,1,3.07959660115122,1,0,"Standard",1,0,0,1,1,0.5,11071.0714285714,0,38787
"STU000046",2016,"Male","White",0,0,0,0,0,3.07544236636213,0,1,"Standard",0,0,0,0,1,0.571428571428571,11732.375,0,18826
"STU000047",2016,"Male","White",0,0,1,0,0,2.91577185510491,0,0,"Standard",0,0,0,0,0,0,NA,0,0
"STU000048",2016,"Female","Other",1,0,0,0,0,2.69407239701678,0,0,"Standard",1,0,1,1,1,0.892857142857143,11511.24,0,60125
"STU000049",2016,"Female","White",0,1,0,0,1,2.80152520470904,1,1,"Standard",1,1,0,0,0,0,NA,0,0
"STU000050",2016,"Male","White",1,1,1,0,0,3.42635310465923,0,0,"Standard",1,0,1,1,1,0.428571428571429,9779.83333333333,0,0
"STU000051",2016,"Female","AmericanIndian",1,0,0,1,0,2.61463247118822,0,0,"Standard",0,0,0,0,1,0.535714285714286,10518.6666666667,1,50411
"STU000052",2016,"Male","AmericanIndian",0,0,0,1,0,2.96564138544484,0,1,"Standard",1,0,1,1,1,0.535714285714286,14014.0666666667,1,66855
"STU000053",2016,"Female","White",0,1,0,0,0,2.86172397987079,0,0,"NonCompletion",0,0,0,0,1,0.857142857142857,11856.5,0,23630
"STU000054",2016,"Female","White",0,0,0,1,0,2.88273370569299,0,0,"Standard",1,0,0,1,1,0.392857142857143,12422.1818181818,0,50031
"STU000055",2016,"Male","Hispanic",0,1,0,1,1,2.57825059909158,1,0,"Standard",0,0,0,0,1,0.785714285714286,11103.7727272727,1,45243
"STU000056",2016,"NonBinary_Other","White",0,0,0,0,0,2.39438768942086,0,1,"Standard",0,0,0,0,1,0.357142857142857,9256.7,0,19257
"STU000057",2016,"Male","White",0,0,0,0,0,3.19605048910792,0,1,"Standard",1,0,0,1,0,0,NA,0,0
"STU000058",2016,"Male","Hispanic",0,1,0,0,1,2.46981885729724,1,1,"Standard",0,0,0,0,1,0.285714285714286,13746.875,0,40810
"STU000059",2016,"Female","Hispanic",0,0,0,0,0,3.52272075802653,0,0,"Advanced",1,0,0,1,1,0.321428571428571,20441.3333333333,0,21437
"STU000060",2016,"Male","MultiRacial",1,1,0,0,0,2.4720737579015,0,0,"Standard",0,0,0,0,1,0.892857142857143,7940.52,1,29202
"STU000061",2016,"Female","Hispanic",1,0,1,0,1,3.18232228950965,1,1,"Standard",1,0,0,1,1,0.285714285714286,15527.375,1,63018
"STU000062",2016,"Female","Hispanic",0,0,0,0,0,2.26074415964425,0,0,"NonCompletion",0,0,0,0,1,0.428571428571429,9495,0,8141
"STU000063",2016,"Female","Hispanic",0,0,0,0,0,2.91005097011145,0,1,"Standard",1,1,0,0,1,0.142857142857143,27676.5,0,0
"STU000064",2016,"Female","Hispanic",1,0,0,0,1,2.05269480059732,1,0,"Standard",0,0,0,0,1,0.714285714285714,12653.9,1,58538
"STU000065",2016,"Female","Hispanic",0,1,0,0,1,3.01698556541331,1,0,"Standard",0,0,0,0,1,0.892857142857143,10211.4,1,40810
"STU000066",2016,"Female","White",0,0,0,0,0,2.40109755359755,0,0,"Standard",0,0,0,0,1,0.642857142857143,10680.1111111111,0,31981
"STU000067",2016,"Female","White",1,0,1,0,0,2.58909043507601,0,0,"NonCompletion",0,0,0,0,1,0.5,9865.71428571429,0,20264
"STU000068",2016,"Female","White",0,0,0,0,0,3.27962035483575,0,1,"Standard",0,0,0,0,1,0.464285714285714,13466,0,34082
"STU000069",2016,"Female","Hispanic",1,0,1,0,0,2.66316180695482,0,1,"Standard",1,0,0,1,1,0.535714285714286,8847.6,0,40032
"STU000070",2016,"Male","White",0,0,0,0,1,3.12115539827581,1,0,"Standard",1,0,0,1,0,0,NA,0,0
"STU000071",2016,"Male","White",1,0,0,0,0,3.00583357506803,0,0,"Standard",0,0,0,0,1,0.714285714285714,12336.25,0,39036
"STU000072",2016,"Male","Asian",0,0,1,0,1,2.76645038810858,1,0,"Standard",1,1,1,0,1,0.392857142857143,11976.5454545455,0,22669
"STU000073",2016,"Female","White",0,0,0,0,0,2.53433557980525,0,0,"Standard",1,0,1,0,1,0.357142857142857,13611.9,1,64084
"STU000074",2016,"Male","Hispanic",0,1,0,0,1,2.39664353599256,1,0,"Standard",0,0,0,0,1,0.571428571428571,10904.125,0,0
"STU000075",2016,"Male","Black",0,1,0,1,1,3.0398795322609,1,0,"Standard",1,1,1,0,1,0.75,13301.5714285714,0,42598
"STU000076",2016,"Male","Black",1,1,0,0,1,2.73592719727372,1,0,"Standard",1,0,1,0,1,0.571428571428571,15117.5,0,39896
"STU000077",2016,"Female","White",1,1,1,0,1,1.87844332197982,1,0,"Standard",0,0,0,0,1,0.357142857142857,15272.7,0,0
"STU000078",2016,"Female","Black",1,0,0,0,1,2.37659901887967,1,0,"Standard",1,0,1,0,1,0.357142857142857,14079.8,1,57433
"STU000079",2016,"Male","Black",0,1,0,0,0,2.16988968289558,0,0,"Standard",0,0,0,0,1,0.428571428571429,14869.5833333333,0,62171
"STU000080",2016,"Female","White",0,0,1,0,0,2.04813251115072,0,0,"Standard",1,1,0,0,1,0.428571428571429,17806.0833333333,0,0
"STU000081",2016,"Female","White",1,1,0,0,0,2.7889055487159,0,0,"Standard",0,0,0,0,1,0.642857142857143,9528.5,0,9872
"STU000082",2016,"Female","MultiRacial",0,0,1,0,0,2.5970920974478,0,1,"Standard",1,0,1,0,1,0.285714285714286,13701.125,0,14588
"STU000083",2016,"Male","White",0,0,0,0,1,3.41618339653189,1,0,"Standard",1,0,1,0,1,0.714285714285714,14822,1,65759
"STU000084",2016,"Male","White",0,1,0,0,0,2.92941485755205,0,1,"Standard",1,0,0,1,1,0.928571428571429,11867.9230769231,1,64690
"STU000085",2016,"Female","Hispanic",0,0,0,0,0,3.09097098049563,0,0,"Standard",1,0,1,1,1,0.5,7476.5,0,24525
"STU000086",2016,"Male","AmericanIndian",0,1,0,0,0,3.11281667076559,0,0,"Standard",0,0,0,0,1,0.642857142857143,12206.1666666667,0,0
"STU000087",2016,"Female","White",0,1,0,0,0,3.81692153310124,0,0,"Advanced",1,0,0,1,1,0.0357142857142857,27856,0,27856
"STU000088",2016,"Female","MultiRacial",0,0,0,1,1,1.68862545488045,1,1,"NonCompletion",0,0,0,0,1,0.714285714285714,11066,1,45975
"STU000089",2016,"Female","Black",1,1,0,1,1,1.62159099990583,1,0,"Standard",0,0,0,0,1,0.5,12183.7142857143,0,0
"STU000090",2016,"Male","Hispanic",1,0,1,0,1,1.39120010387455,1,0,"Standard",0,0,0,0,1,0.571428571428571,8989.9375,0,26029
"STU000091",2016,"Female","White",0,1,0,0,0,2.74382731212363,0,0,"Standard",0,0,0,0,1,0.714285714285714,10313,1,48816
"STU000092",2016,"Male","MultiRacial",0,0,0,0,0,3.69350169288054,0,1,"Advanced",0,0,0,0,1,0.607142857142857,17849.4705882353,0,42254
"STU000093",2016,"Female","Black",0,0,0,0,1,2.13908805896331,1,0,"Standard",0,0,0,0,1,0.714285714285714,10009.3,0,9838
"STU000094",2016,"Male","White",0,0,0,0,0,2.37312555132232,0,0,"Standard",0,0,0,0,1,0.642857142857143,13065.5555555556,1,56649
"STU000095",2016,"Female","Hispanic",0,0,0,0,1,1.52865066459125,1,0,"Standard",0,0,0,0,1,0.428571428571429,10710.0833333333,0,9812
"STU000096",2016,"Female","Hispanic",0,0,0,0,1,2.62861181691473,1,0,"Standard",0,0,0,0,1,0.464285714285714,7032.46153846154,0,10289
"STU000097",2016,"Male","White",0,1,0,0,1,2.77210543347934,1,0,"Standard",1,0,0,1,1,0.75,12025.4761904762,1,57277
"STU000098",2016,"Female","MultiRacial",0,0,0,0,1,NA,1,0,"Standard",0,0,0,0,1,0.678571428571429,10633.3684210526,0,36716
"STU000099",2016,"Male","White",1,0,0,0,1,1.73454368367441,1,0,"Standard",0,0,0,0,1,0.857142857142857,11034.5416666667,0,37241
"STU000100",2016,"Male","White",0,1,0,0,0,2.53010818332827,0,0,"Standard",0,0,0,0,1,0.75,10522,0,31800
"STU000101",2016,"Female","White",1,1,0,0,1,2.51129900430331,1,0,"Standard",0,0,0,0,1,0.642857142857143,11134,0,25182
"STU000102",2016,"Female","White",0,0,0,1,0,2.37909978505428,0,0,"Standard",1,1,0,0,1,0.0714285714285714,13128,0,9680
"STU000103",2016,"Male","Black",0,0,0,0,1,2.40706631501199,1,0,"Standard",0,0,0,0,1,0.535714285714286,13871.8,0,34904
"STU000104",2016,"Male","Hispanic",0,1,0,0,1,2.28028600114379,1,0,"Standard",1,1,0,0,1,0.785714285714286,14908.7272727273,1,79163
"STU000105",2016,"Female","White",0,1,0,0,0,2.3253763621594,0,0,"Standard",0,0,0,0,1,0.571428571428571,11036,0,35295
"STU000106",2016,"Female","White",0,0,0,0,1,2.49593483513297,1,0,"Standard",0,0,0,0,1,0.642857142857143,8776.5,0,30340
"STU000107",2016,"Male","White",0,0,0,0,0,3.25515187070431,0,0,"Standard",1,0,0,1,1,0.714285714285714,17827,0,65998
"STU000108",2016,"Male","White",0,0,0,1,1,3.78990241861363,1,0,"Advanced",1,0,0,1,1,0.857142857142857,14179.25,1,86375
"STU000109",2016,"Male","White",1,1,0,0,1,3.5233067004795,1,1,"Advanced",1,0,0,1,1,0.714285714285714,18897.6,1,103745
"STU000110",2016,"Male","MultiRacial",0,1,0,0,1,3.15345711384093,1,1,"Standard",1,0,1,0,1,0.571428571428571,14156.5,0,32707
"STU000111",2016,"Male","White",1,0,0,0,0,3.11507982252511,0,0,"Standard",1,0,1,0,1,0.357142857142857,9315.3,0,9871
"STU000112",2016,"Male","White",0,0,0,0,1,2.58437697477992,1,0,"Standard",0,0,0,0,1,0.607142857142857,12565.2941176471,0,24914
"STU000113",2016,"Female","Black",0,0,0,0,0,2.49634884454788,0,0,"Standard",0,0,0,0,1,0.821428571428571,6934.08695652174,1,32448
"STU000114",2016,"Male","Hispanic",1,0,0,0,0,2.89306989563493,0,0,"Standard",0,0,0,0,1,0.214285714285714,11623,0,10990
"STU000115",2016,"Male","White",1,0,0,0,0,2.37012245760737,0,0,"Standard",1,1,0,0,1,0.357142857142857,16850.3,0,54344
"STU000116",2016,"Male","White",0,0,0,0,1,3.21117187506056,1,1,"Standard",1,0,0,1,1,0.678571428571429,13741.8947368421,0,62327
"STU000117",2016,"Male","Hispanic",0,1,0,1,1,2.83693071324932,1,0,"Standard",1,1,0,0,1,0.392857142857143,14366.3636363636,0,29346
"STU000118",2016,"Male","White",0,0,1,0,0,3.10199161547629,0,0,"Standard",0,0,0,0,1,0.25,14048.8571428571,1,57616
"STU000119",2016,"Female","White",0,1,0,1,0,3.27344274283796,0,0,"Standard",1,0,0,1,1,0.75,13463.380952381,0,16865
"STU000120",2016,"Male","Asian",0,1,0,0,1,3.35557986184203,1,1,"Standard",1,0,0,1,1,0.535714285714286,16149.3333333333,0,55010
"STU000121",2016,"Female","Hispanic",0,1,0,0,1,2.48354718540787,1,1,"Standard",0,0,0,0,1,0.607142857142857,8202.05882352941,0,15849
"STU000122",2016,"Male","Asian",1,1,0,0,0,2.68939487411984,0,0,"Standard",1,0,1,1,1,0.321428571428571,9677,0,10406
"STU000123",2016,"Female","MultiRacial",0,0,0,0,0,2.13733964744799,0,0,"NonCompletion",0,0,0,0,1,0.357142857142857,10031.9,0,29851
"STU000124",2016,"Female","White",1,1,0,0,0,3.8795803539431,0,0,"Advanced",1,0,0,1,1,0.464285714285714,7507.38461538462,0,20710
"STU000125",2016,"Female","AmericanIndian",0,1,0,0,1,2.71472946258001,1,1,"Standard",0,0,0,0,1,0.678571428571429,9838.21052631579,1,51820
"STU000126",2016,"Female","Black",1,1,0,0,1,2.43065239987342,1,0,"Standard",1,0,1,0,1,0.571428571428571,10893.25,0,25959
"STU000127",2016,"Male","White",0,1,0,0,0,3.18731953695372,0,0,"Standard",0,0,0,0,1,0.571428571428571,9874.25,1,41319
"STU000128",2016,"Female","White",0,1,0,0,0,3.67773598001521,0,1,"Advanced",1,0,0,1,0,0,NA,0,0
"STU000129",2016,"Male","Black",0,0,0,0,0,1.91243033366627,0,0,"Standard",0,0,0,0,1,0.607142857142857,13343.1176470588,0,36861
"STU000130",2016,"Male","Black",0,1,0,0,1,2.04144671806037,1,0,"Standard",0,0,0,0,1,0.607142857142857,12172.5294117647,0,37686
"STU000131",2016,"Male","White",1,0,0,1,1,3.28921058983444,1,0,"Standard",0,0,0,0,1,0.321428571428571,13195.8888888889,1,56815
"STU000132",2016,"Male","White",0,1,0,0,1,1.38754359950447,1,0,"Standard",0,0,0,0,1,0.75,10916.0476190476,1,49477
"STU000133",2016,"Male","Black",0,0,1,0,1,1.88623048270505,1,0,"NonCompletion",0,0,0,0,1,0.857142857142857,13487.0833333333,1,52638
"STU000134",2016,"Female","White",1,1,0,0,0,1.59231699173374,0,0,"Standard",0,0,0,0,1,0.535714285714286,12829.0666666667,0,16485
"STU000135",2016,"Female","White",0,0,1,0,1,2.62418333162759,1,0,"Standard",0,0,0,0,1,0.5,7875.14285714286,1,33961
"STU000136",2016,"Female","White",1,1,1,0,0,2.45064663586401,0,1,"Standard",1,0,1,0,1,0.642857142857143,10293.5,1,53915
"STU000137",2016,"Male","AmericanIndian",1,0,0,0,1,3.26994615620838,1,1,"Standard",1,0,1,0,1,0.571428571428571,15681.3125,0,46434
"STU000138",2016,"Male","Asian",0,1,0,0,0,2.77529553384889,0,0,"Standard",0,0,0,0,1,0.821428571428571,12193.347826087,1,60893
"STU000139",2016,"Male","Asian",1,0,1,0,1,2.06848736381002,1,0,"Standard",0,0,0,0,1,0.642857142857143,11466.5,0,36741
"STU000140",2016,"Female","Black",0,0,0,0,0,1.82248136601767,0,0,"Standard",0,0,0,0,1,0.357142857142857,10684.1,0,41193
"STU000141",2016,"Male","Asian",0,1,0,0,0,2.50345170652834,0,1,"Standard",0,0,0,0,1,0.428571428571429,10199.4166666667,0,13579
"STU000142",2016,"Male","Black",0,0,0,0,0,2.41915528694586,0,0,"NonCompletion",0,0,0,0,1,0.678571428571429,10253.1578947368,0,24382
"STU000143",2016,"Male","White",1,0,1,0,0,2.33013248297889,0,0,"Standard",0,0,0,0,1,0.678571428571429,11089.2105263158,1,49616
"STU000144",2016,"Male","Black",0,0,0,0,0,2.78416398980664,0,0,"Standard",1,0,1,0,1,0.392857142857143,8806.63636363636,0,28242
"STU000145",2016,"Male","Hispanic",1,0,0,0,0,2.42083184937007,0,0,"Standard",0,0,0,0,1,0.178571428571429,10078.6,1,39764
"STU000146",2016,"Male","White",0,1,0,0,1,2.14263729688757,1,0,"Standard",1,0,1,0,1,0.5,12324.1428571429,0,25085
"STU000147",2016,"Female","Other",1,0,0,0,0,3.33198864012842,0,1,"Standard",0,0,0,0,1,0.75,11424.1904761905,1,59884
"STU000148",2016,"Male","White",0,1,0,0,0,2.7979654071527,0,0,"Standard",0,0,0,0,1,0.714285714285714,12192.3,1,52185
"STU000149",2016,"Female","Hispanic",0,1,0,0,0,2.82925033885924,0,0,"Standard",0,0,0,0,1,0.571428571428571,9452.5,0,31044
"STU000150",2016,"Female","Hispanic",0,1,0,0,0,3.240402736663,0,0,"Standard",1,0,0,1,1,0.857142857142857,8518.20833333333,1,52313
"STU000151",2016,"Male","White",0,0,0,0,1,2.45542803507031,1,0,"Standard",0,0,0,0,1,0.642857142857143,9423.77777777778,0,12091
"STU000152",2016,"Female","White",1,1,0,0,0,3.24617631416256,0,0,"Standard",0,0,0,0,1,0.785714285714286,6294,1,26989
"STU000153",2016,"Male","Hispanic",0,0,0,0,1,2.67320906480041,1,0,"Standard",1,0,0,1,1,0.0714285714285714,11268,0,22536
"STU000154",2016,"Male","White",1,1,0,0,1,2.15624642691193,1,0,"NonCompletion",0,0,0,0,1,0.571428571428571,11334.1875,1,60405
"STU000155",2016,"Male","Hispanic",0,0,0,0,0,2.68892936672341,0,0,"Standard",0,0,0,0,1,0.642857142857143,13792.7777777778,1,51602
"STU000156",2016,"Male","White",1,0,0,0,0,3.24767823274423,0,1,"Standard",1,0,0,1,1,0.785714285714286,14688.2727272727,1,82517
"STU000157",2016,"Female","Black",1,1,0,0,1,2.67794518597671,1,0,"Standard",0,0,0,0,1,0.5,11044.7142857143,0,23084
"STU000158",2016,"Male","White",0,0,0,0,0,3.19613984431429,0,0,"Standard",1,0,0,1,0,0,NA,0,0
"STU000159",2016,"Female","White",0,0,0,0,0,3.44357865213132,0,0,"Standard",1,0,1,1,1,0.428571428571429,10033.25,0,32862
"STU000160",2016,"Male","MultiRacial",1,0,0,0,1,NA,1,1,"NonCompletion",0,0,0,0,1,0.535714285714286,14865.3333333333,1,62493
"STU000161",2016,"Male","White",1,1,0,0,1,2.21523468629923,1,0,"NonCompletion",0,0,0,0,1,0.642857142857143,9736.27777777778,0,0
"STU000162",2016,"Female","White",0,1,0,0,1,2.04997757788102,1,1,"Standard",0,0,0,0,1,0.607142857142857,12893.1176470588,0,41958
"STU000163",2016,"Male","White",0,0,0,0,0,2.9847015119886,0,0,"Standard",0,0,0,0,1,0.428571428571429,7536.25,0,27172
"STU000164",2016,"Male","Black",0,0,0,0,1,2.66717462060312,1,0,"Standard",0,0,0,0,1,0.75,9130.38095238095,1,48577
"STU000165",2016,"Female","Hispanic",1,0,0,0,1,2.49739387945889,1,0,"Standard",0,0,0,0,0,0,NA,0,0
"STU000166",2016,"Female","Other",0,1,0,0,1,3.46078376366694,1,0,"Standard",1,0,0,1,0,0,NA,0,0
"STU000167",2016,"Male","White",1,1,0,0,0,NA,0,0,"Standard",0,0,0,0,0,0,NA,0,0
"STU000168",2016,"Female","Hispanic",0,0,0,1,1,2.51854505963465,1,0,"Standard",1,0,1,1,1,0.107142857142857,16008.3333333333,0,14628
"STU000169",2016,"Female","White",0,0,0,0,0,2.19202341421398,0,0,"NonCompletion",0,0,0,0,1,0.357142857142857,9913.5,0,7482
"STU000170",2016,"Male","Other",1,0,0,0,1,3.02514437068997,1,0,"Standard",0,0,0,0,1,0.5,12428.2857142857,1,61264
"STU000171",2016,"Male","White",0,1,0,0,0,2.06569042152189,0,0,"Standard",0,0,0,0,1,0.535714285714286,11433.3333333333,1,48327
"STU000172",2016,"Female","White",1,1,0,0,0,1.87866792853719,0,0,"Standard",0,0,0,0,1,0.535714285714286,10581.5333333333,0,0
"STU000173",2016,"Male","Asian",0,0,0,0,0,2.29673876445256,0,0,"Standard",1,1,0,0,1,0.785714285714286,18066,0,66846
"STU000174",2016,"Female","White",0,0,1,0,0,2.88501535217185,0,0,"Standard",1,0,1,0,1,0.357142857142857,16562.6,1,68796
"STU000175",2016,"Male","White",0,0,1,0,0,3.77421359990426,0,0,"Advanced",1,0,0,1,1,0.642857142857143,21604.3333333333,1,106062
"STU000176",2016,"Female","White",0,1,0,0,0,2.7540025499345,0,0,"Standard",0,0,0,0,1,0.607142857142857,10075.4705882353,0,34929
"STU000177",2016,"Female","White",0,1,0,0,1,2.32834223715981,1,1,"Standard",0,0,0,0,1,0.607142857142857,13769.7647058824,0,38775
"STU000178",2016,"Female","MultiRacial",1,0,0,0,0,2.28793733538637,0,0,"Standard",0,0,0,0,1,0.178571428571429,13384.6,0,11910
"STU000179",2016,"Male","Hispanic",0,0,1,0,1,1.94576141029113,1,0,"Standard",0,0,0,0,1,0.5,10061.6428571429,0,13623
"STU000180",2016,"Male","White",0,1,0,0,0,3.46289881712477,0,0,"Standard",1,0,0,1,1,0.428571428571429,18594.8333333333,0,15224
"STU000181",2016,"Male","White",1,1,0,0,0,2.12288331879388,0,0,"Standard",0,0,0,0,1,0.464285714285714,7982.38461538462,0,0
"STU000182",2016,"Male","Black",0,0,0,1,1,3.39318574735107,1,0,"Standard",1,0,0,1,1,0.178571428571429,15758.4,0,44469
"STU000183",2016,"Male","White",0,0,0,0,0,3.55880520030754,0,0,"Standard",0,0,0,0,1,0.857142857142857,11349.0416666667,0,40069
"STU000184",2016,"Male","AmericanIndian",1,1,0,0,1,2.72048892577097,1,0,"Standard",1,0,0,1,1,0.142857142857143,18354.75,0,30437
"STU000185",2016,"Male","White",0,0,0,0,0,3.59873075785064,0,1,"Advanced",0,0,0,0,1,0.571428571428571,13330.1875,0,16447
"STU000186",2016,"Female","Hispanic",0,0,0,0,1,2.10787862685121,1,0,"NonCompletion",0,0,0,0,1,0.75,11288.380952381,1,46634
"STU000187",2016,"Female","White",1,1,0,0,0,NA,0,0,"Standard",0,0,0,0,1,0.75,8438.2380952381,0,0
"STU000188",2016,"Male","Asian",0,0,0,0,1,2.35025107001999,1,1,"Standard",0,0,0,0,1,0.714285714285714,14728.5,0,36714
"STU000189",2016,"Female","White",1,0,0,0,1,2.6473524619285,1,0,"Standard",0,0,0,0,1,0.75,11503.0952380952,0,32072
"STU000190",2016,"Male","Hispanic",0,1,1,1,1,NA,1,0,"Standard",1,0,0,1,0,0,NA,0,0
