"student_id","cohort_hs_grad","sex","race_ethnicity","rural_flag","first_gen","iep_flag","ell_flag","frpl"
"STU000208",2016,"NonBinary_Other","Hispanic",0,1,0,0,0
"STU000209",2016,"Female","Other",1,0,0,0,1
"STU000210",2016,"Female","Hispanic",1,0,0,0,1
"STU000211",2016,"Female","MultiRacial",0,0,0,0,0
"STU000212",2016,"Female","White",0,1,0,0,0
"STU000213",2016,"Female","White",0,0,1,0,0
"STU000214",2016,"Male","White",1,0,0,0,0
"STU000215",2016,"Female","Hispanic",0,0,0,0,1
"STU000216",2016,"Male","Hispanic",1,0,0,0,0
"STU000217",2016,"Male","White",0,0,0,1,0
"STU000218",2016,"Female","Hispanic",0,0,0,0,0
"STU000219",2016,"Male","MultiRacial",0,0,0,0,1
"STU000220",2016,"Male","Hispanic",0,1,1,0,1
"STU000221",2016,"Male","White",0,0,0,0,0
"STU000222",2016,"Female","Black",0,1,1,0,1
"STU000223",2016,"Female","Asian",1,0,0,0,1
"STU000224",2016,"Male","Hispanic",1,1,0,0,0
"STU000225",2016,"Female","Hispanic",0,1,0,0,1
"STU000226",2016,"Female","Hispanic",0,0,0,0,1
"STU000227",2016,"Female","Asian",0,0,1,0,1
"STU000228",2016,"Female","White",0,0,0,0,1
"STU000229",2016,"Male","Black",0,1,0,0,1
"STU000230",2016,"Male","Hispanic",0,0,0,0,1
"STU000231",2016,"NonBinary_Other","Asian",1,1,0,0,1
"STU000232",2016,"Female","White",0,0,0,0,0
"STU000233",2016,"Male","Hispanic",0,0,0,1,0
"STU000234",2016,"Male","Hispanic",0,1,0,0,1
"STU000235",2016,"Female","White",1,1,0,1,0
"STU000236",2016,"Female","White",0,0,0,0,0
"STU000237",2016,"NonBinary_Other","White",0,0,0,0,0
"STU000238",2016,"Male","Asian",0,1,0,0,0
"STU000239",2016,"Male","Hispanic",0,0,0,0,0
"STU000240",2016,"Female","Hispanic",1,1,0,0,1
"STU000241",2016,"Female","White",1,0,0,0,0
"STU000242",2016,"Female","Hispanic",0,0,0,0,0
"STU000243",2016,"Female","White",0,1,0,0,0
"STU000244",2016,"Male","Hispanic",0,1,1,0,0
"STU000245",2016,"Male","White",0,1,0,0,0
"STU000246",2016,"Male","Hispanic",0,0,0,0,1
"STU000247",2016,"Female","Asian",1,1,0,0,0
"STU000248",2016,"Male","Hispanic",0,0,0,1,0
"STU000249",2016,"Male","Asian",0,1,0,1,0
"STU000250",2016,"Female","Asian",0,1,0,1,1
"STU000251",2016,"Female","Asian",1,0,0,0,0
"STU000252",2016,"Male","White",0,0,0,0,0
"STU000253",2016,"Female","Hispanic",0,0,0,0,0
"STU000254",2016,"Female","MultiRacial",0,1,0,1,1
"STU000255",2016,"Male","Asian",1,0,0,1,1
"STU000256",2016,"Male","White",0,0,0,0,0
"STU000257",2016,"Female","White",1,0,0,0,0
"STU000258",2016,"Female","White",0,0,0,0,1
"STU000259",2016,"Female","AmericanIndian",0,1,0,1,0
"STU000260",2016,"Male","MultiRacial",0,1,0,1,1
"STU000261",2016,"Female","White",0,1,1,0,0
"STU000262",2016,"Male","White",0,1,0,0,0
"STU000263",2016,"Male","Asian",1,0,0,0,1
"STU000264",2016,"Female","Hispanic",0,0,1,0,1
"STU000265",2016,"Male","White",1,0,0,0,0
"STU000266",2016,"Male","AmericanIndian",0,1,0,0,1
"STU000267",2016,"Female","White",1,0,0,0,0
"STU000268",2016,"Female","Other",1,1,0,1,0
"STU000269",2016,"Male","White",1,1,1,0,1
"STU000270",2016,"Male","Black",0,0,0,0,1
"STU000271",2016,"Male","White",1,0,0,0,0
"STU000272",2016,"Male","Hispanic",1,0,0,1,0
"STU000273",2016,"Female","White",0,0,0,1,0
"STU000274",2016,"Female","Black",0,1,0,1,1
"STU000275",2016,"Male","Hispanic",1,0,0,0,1
"STU000276",2016,"Male","White",1,1,0,0,0
"STU000277",2016,"Male","White",1,1,0,0,1
"STU000278",2016,"Female","Hispanic",0,0,0,0,0
"STU000279",2016,"Female","White",0,1,0,0,0
"STU000280",2016,"Female","White",1,1,0,0,1
"STU000281",2016,"Male","White",1,0,0,0,1
"STU000282",2016,"Male","White",0,0,0,0,0
"STU000283",2016,"Male","Black",1,1,1,0,1
"STU000284",2016,"Male","White",0,1,1,0,0
"STU000285",2016,"Male","White",0,1,0,0,1
"STU000286",2016,"Male","White",0,0,0,0,1
"STU000287",2016,"Male","White",0,0,0,0,0
"STU000288",2016,"Female","White",0,0,1,0,1
"STU000289",2016,"Female","White",0,0,0,0,0
"STU000290",2016,"Female","White",1,1,0,0,0
"STU000291",2016,"Female","White",0,0,0,0,0
"STU000292",2016,"Female","White",0,1,0,0,0
"STU000293",2016,"Female","Black",1,0,0,0,1
"STU000294",2016,"Male","MultiRacial",1,0,0,0,1
"STU000295",2016,"Male","White",1,1,1,0,1
"STU000296",2016,"Female","Hispanic",1,0,0,0,0
"STU000297",2016,"Female","White",0,0,0,0,1
"STU000298",2016,"Female","Black",0,0,0,0,0
"STU000299",2016,"Female","White",0,0,1,0,0
"STU000300",2016,"Male","White",0,0,0,0,1
"STU000301",2016,"Male","White",0,1,0,1,0
"STU000302",2016,"Female","White",0,0,1,0,0
"STU000303",2016,"Male","MultiRacial",1,0,0,1,0
"STU000304",2016,"Male","Hispanic",0,0,0,0,1
"STU000305",2016,"Female","White",1,0,0,1,0
"STU000306",2016,"Male","Hispanic",0,1,0,0,1
"STU000307",2016,"Female","Hispanic",1,1,0,0,0
"STU000308",2016,"Female","White",1,1,0,0,0
"STU000309",2016,"Male","Black",0,0,0,0,0
"STU000310",2016,"Female","White",1,1,0,0,0
"STU000311",2016,"Female","Hispanic",0,0,1,0,0
"STU000312",2016,"Female","MultiRacial",1,0,0,0,0
"STU000313",2016,"Male","White",1,1,0,0,0
"STU000314",2016,"Female","Hispanic",0,1,0,1,0
"STU000315",2016,"Male","White",1,1,0,0,0
"STU000316",2016,"Female","White",0,0,0,1,0
"STU000317",2016,"Female","White",0,0,0,0,0
"STU000318",2016,"Male","Hispanic",0,1,0,0,0
"STU000319",2016,"Female","White",1,0,0,1,0
"STU000320",2016,"Male","White",0,0,0,0,0
"STU000321",2016,"Female","Hispanic",0,0,0,0,0
"STU000322",2016,"Female","White",0,0,1,0,0
"STU000323",2016,"Female","White",0,0,1,0,1
"STU000324",2016,"Male","Hispanic",0,0,0,0,1
"STU000325",2016,"Female","Black",0,0,0,0,0
"STU000326",2016,"Male","White",0,1,0,0,0
"STU000327",2016,"Male","MultiRacial",0,0,1,0,0
"STU000328",2016,"Male","Hispanic",0,0,0,0,1
"STU000329",2016,"Female","Hispanic",0,1,0,0,1
"STU000330",2016,"Female","Hispanic",1,0,0,1,1
"STU000331",2016,"Male","White",1,1,1,1,0
"STU000332",2016,"NonBinary_Other","Other",0,0,0,0,0
"STU000333",2016,"Male","Asian",0,1,1,0,0
"STU000334",2016,"Female","White",0,0,1,0,1
"STU000335",2016,"Male","MultiRacial",0,0,0,0,0
"STU000336",2016,"Male","White",1,1,0,0,0
"STU000337",2016,"Male","Hispanic",0,1,0,0,1
"STU000338",2016,"Female","White",0,0,0,0,0
"STU000339",2016,"Female","Hispanic",1,1,0,0,1
"STU000340",2016,"Male","White",0,0,0,0,0
"STU000341",2016,"Female","Hispanic",0,0,0,0,1
"STU000342",2016,"Female","Hispanic",0,1,0,1,0
"STU000343",2016,"Male","Hispanic",1,0,0,0,1
"STU000344",2016,"Male","White",1,1,1,0,0
"STU000345",2016,"Female","Hispanic",1,1,0,0,1
"STU000346",2016,"Female","White",0,0,0,0,0
"STU000347",2016,"Male","White",1,1,0,0,1
"STU000348",2016,"Male","White",0,0,0,0,1
"STU000349",2016,"Female","Asian",1,1,0,0,0
"STU000350",2016,"Male","White",0,1,0,0,0
"STU000351",2016,"Male","Black",1,0,0,0,1
"STU000352",2016,"Male","White",1,0,0,0,0
"STU000353",2016,"Male","Hispanic",1,0,1,0,0
"STU000354",2016,"Female","White",1,1,0,0,0
"STU000355",2016,"Male","White",1,1,0,0,0
"STU000356",2016,"Female","Black",0,1,0,0,0
"STU000357",2016,"Male","AmericanIndian",1,0,0,0,1
"STU000358",2016,"Female","White",0,1,0,1,0
"STU000359",2016,"Male","MultiRacial",0,0,0,0,1
"STU000360",2016,"Female","White",1,1,0,0,1
"STU000361",2016,"Female","Other",1,1,0,0,0
"STU000362",2016,"Male","White",0,0,1,0,0
"STU000363",2016,"Female","MultiRacial",0,0,0,1,0
"STU000364",2016,"Female","Black",0,1,0,0,1
"STU000365",2016,"Male","White",0,0,1,1,1
"STU000366",2016,"Female","White",1,0,1,0,0
"STU000367",2016,"Female","White",0,1,0,0,0
"STU000368",2016,"Male","MultiRacial",0,0,0,0,0
"STU000369",2016,"Male","Asian",0,0,0,0,0
"STU000370",2016,"Male","White",0,0,0,0,0
"STU000371",2016,"Female","Hispanic",0,0,0,0,0
"STU000372",2016,"Male","White",0,1,0,0,0
"STU000373",2016,"Female","Asian",0,1,0,0,1
"STU000374",2016,"Male","Black",0,0,0,0,1
"STU000375",2016,"Male","White",1,0,0,1,1
"STU000376",2016,"Male","Asian",0,1,0,0,1
"STU000377",2016,"Female","White",0,1,0,0,0
"STU000378",2016,"Male","Hispanic",0,0,0,0,1
"STU000379",2016,"Male","White",0,1,0,0,1
"STU000380",2016,"Male","White",0,0,1,0,1
"STU000381",2016,"Female","White",0,0,0,0,0
"STU000382",2016,"Female","Asian",1,0,0,0,0
"STU000383",2016,"Female","AmericanIndian",1,0,0,0,0
"STU000384",2016,"Male","Asian",1,1,0,0,1
"STU000385",2016,"Female","White",0,1,0,1,0
"STU000386",2016,"NonBinary_Other","White",0,1,0,1,0
"STU000387",2016,"Female","Other",0,0,0,0,0
"STU000388",2016,"Male","AmericanIndian",1,1,0,0,1
"STU000389",2016,"Male","White",0,1,0,1,0
"STU000390",2016,"Female","Hispanic",0,1,1,0,1
"STU000391",2016,"Male","White",0,0,0,0,0
"STU000392",2016,"Male","Hispanic",1,1,0,1,1
"STU000393",2016,"Female","White",1,0,1,0,1
"STU000394",2016,"Female","Black",1,1,0,0,1
"STU000395",2016,"Female","White",0,1,0,1,0
"STU000396",2016,"Male","Other",1,0,0,0,0
"STU000397",2016,"Female","Hispanic",0,1,0,0,1
"STU000398",2016,"Male","White",0,0,1,0,0
"STU000399",2016,"Female","Hispanic",0,1,0,0,0
"STU000400",2016,"Male","Hispanic",0,1,0,0,1
"STU000401",2016,"Female","White",0,0,0,0,0
"STU000402",2016,"Female","White",0,1,1,1,0
"STU000403",2016,"Female","Hispanic",1,0,1,0,1
"STU000404",2016,"Male","Black",0,1,0,0,1
"STU000405",2016,"Male","AmericanIndian",0,1,1,0,1
"STU000406",2016,"Female","AmericanIndian",0,1,0,0,1
"STU000407",2016,"Female","White",0,0,0,1,0
"STU000408",2016,"Female","White",0,0,0,0,0
"STU000409",2016,"Female","White",0,1,0,0,0
"STU000410",2016,"Female","AmericanIndian",0,1,0,0,0
"STU000411",2016,"Female","AmericanIndian",0,0,0,0,1
"STU000412",2016,"Female","White",1,0,0,0,1
"STU000413",2016,"Female","Hispanic",0,1,0,0,1
"STU000414",2016,"Male","Asian",0,0,0,0,1
"STU000415",2016,"Female","White",1,0,0,0,0
"STU000416",2016,"Female","AmericanIndian",0,0,0,0,1
"STU000417",2016,"Male","White",1,1,1,0,0
"STU000418",2016,"Female","Black",0,1,0,0,1
"STU000419",2016,"Female","Hispanic",0,0,0,0,1
"STU000420",2016,"Female","White",0,0,1,0,0
"STU000421",2016,"Male","MultiRacial",1,1,0,0,0
"STU000422",2016,"Female","AmericanIndian",0,1,0,0,1
"STU000423",2016,"Female","Hispanic",1,0,0,0,1
"STU000424",2016,"Male","White",1,0,0,0,0
"STU000425",2016,"Male","Hispanic",0,0,0,0,0
"STU000426",2016,"Male","AmericanIndian",1,1,0,0,1
"STU000427",2016,"Male","White",0,1,1,0,0
"STU000428",2016,"Male","Hispanic",0,0,0,0,1
"STU000429",2016,"Male","White",1,0,1,0,1
"STU000430",2016,"Female","Black",0,0,0,1,0
"STU000431",2016,"Male","Black",0,1,0,0,1
"STU000432",2016,"Female","Asian",0,0,0,0,0
"STU000433",2016,"Male","White",1,1,1,0,0
"STU000434",2016,"Female","White",0,1,0,0,0
"STU000435",2016,"Female","White",0,1,0,0,1
"STU000436",2016,"Female","White",0,1,0,0,0
"STU000437",2016,"Male","Black",0,0,0,0,1
"STU000438",2016,"Male","Hispanic",1,0,0,0,0
"STU000439",2016,"Female","White",0,1,0,0,0
"STU000440",2016,"Male","White",0,1,0,1,0
"STU000441",2016,"Male","White",1,1,0,0,0
"STU000442",2016,"Female","Hispanic",0,1,0,0,1
"STU000443",2016,"Female","Other",0,1,1,0,1
"STU000444",2016,"Female","White",0,0,0,0,0
"STU000445",2016,"Male","White",0,0,1,0,1
"STU000446",2016,"Male","Hispanic",1,0,0,0,1
"STU000447",2016,"Female","White",0,1,0,0,0
"STU000448",2016,"Male","Hispanic",0,0,0,0,0
"STU000449",2016,"Female","White",0,1,0,0,0
"STU000450",2016,"Male","White",0,0,0,0,0
"STU000451",2016,"Male","White",1,1,0,0,0
"STU000452",2016,"Male","Hispanic",0,0,0,0,1
"STU000453",2016,"Female","Hispanic",0,0,0,0,1
"STU000454",2016,"Female","White",1,0,0,0,0
"STU000455",2016,"Male","White",0,0,0,0,0
"STU000456",2016,"Male","White",0,0,0,0,0
"STU000457",2016,"Female","Hispanic",0,0,0,0,0
"STU000458",2016,"Male","White",0,0,0,0,0
"STU000459",2016,"Female","Hispanic",0,1,1,0,0
"STU000460",2016,"Male","AmericanIndian",0,0,0,0,1
"STU000461",2016,"Male","White",1,1,0,0,1
"STU000462",2016,"Female","White",0,1,0,0,0
"STU000463",2016,"Male","Hispanic",0,1,0,1,0
"STU000464",2016,"Female","MultiRacial",0,1,0,0,1
"STU000465",2016,"Female","White",0,0,0,0,0
"STU000466",2016,"Male","Black",1,1,0,0,1
"STU000467",2016,"Male","White",0,0,0,0,0
"STU000468",2016,"Male","Hispanic",0,0,0,0,1
"STU000469",2016,"Female","Asian",0,1,0,1,1
"STU000470",2016,"NonBinary_Other","White",0,0,0,1,0
"STU000471",2016,"Male","White",0,1,0,1,1
"STU000472",2016,"Male","Asian",0,1,0,1,0
"STU000473",2016,"Male","Hispanic",1,0,0,0,1
"STU000474",2016,"Female","White",0,0,0,0,0
"STU000475",2016,"Female","White",0,0,0,0,0
"STU000476",2016,"Female","Black",1,0,0,0,1
"STU000477",2016,"Female","White",1,0,0,0,0
"STU000478",2016,"Male","White",0,0,0,0,0
"STU000479",2016,"Male","White",0,1,1,0,1
"STU000480",2016,"Male","Hispanic",1,0,0,0,0
"STU000481",2016,"Female","White",1,0,0,0,0
"STU000482",2016,"NonBinary_Other","Hispanic",0,1,0,1,1
"STU000483",2016,"Male","White",1,1,0,0,1
"STU000484",2016,"Female","Hispanic",1,0,0,0,1
"STU000485",2016,"Male","White",0,0,0,0,1
"STU000486",2016,"Male","White",0,1,1,0,1
"STU000487",2016,"Female","White",0,0,0,0,0
"STU000488",2016,"Female","White",0,0,0,1,0
"STU000489",2016,"Female","White",0,1,0,1,1
"STU000490",2016,"Female","White",0,0,1,0,0
"STU000491",2016,"Male","White",1,1,0,0,0
"STU000492",2016,"Male","Black",0,1,0,0,0
"STU000493",2016,"Male","Asian",0,1,0,0,1
"STU000494",2016,"Female","White",0,0,0,0,0
"STU000495",2016,"Female","Black",0,0,0,0,1
"STU000496",2016,"Female","White",0,0,0,0,0
"STU000497",2016,"Female","MultiRacial",0,1,0,0,0
"STU000498",2016,"Female","White",0,0,0,0,0
"STU000499",2016,"Female","White",1,1,0,0,0
"STU000500",2016,"Female","Other",0,0,0,0,0
"STU000501",2016,"Male","Hispanic",1,0,1,0,0
"STU000502",2016,"Female","Hispanic",0,1,0,0,0
"STU000503",2016,"Male","White",1,0,1,0,1
"STU000504",2016,"Male","Black",0,0,1,0,1
"STU000505",2016,"Female","Hispanic",0,0,0,0,1
"STU000506",2016,"Female","Hispanic",0,1,0,0,1
"STU000507",2016,"Female","White",0,1,0,0,1
"STU000508",2016,"Female","White",1,0,0,1,0
"STU000509",2016,"NonBinary_Other","White",1,1,0,0,1
"STU000510",2016,"Female","Black",0,1,0,0,0
"STU000511",2016,"Male","White",1,0,0,0,1
"STU000512",2016,"Female","Other",0,0,0,0,1
"STU000513",2016,"Male","White",0,1,0,0,0
"STU000514",2016,"Female","White",0,1,0,0,1
"STU000515",2016,"Female","White",1,0,1,0,0
"STU000516",2016,"Male","Black",0,0,0,0,1
"STU000517",2016,"Male","White",0,1,0,0,0
"STU000518",2016,"Male","Hispanic",0,0,0,0,0
"STU000519",2016,"Male","MultiRacial",0,0,0,0,0
