"student_id","cohort_hs_grad","hs_gpa","frpl","dual_credit_flag","hs_diploma_type"
"STU000077",2016,1.87844332197982,1,0,"Standard"
"STU000078",2016,2.37659901887967,1,0,"Standard"
"STU000079",2016,2.16988968289558,0,0,"Standard"
"STU000080",2016,2.04813251115072,0,0,"Standard"
"STU000081",2016,2.7889055487159,0,0,"Standard"
"STU000082",2016,2.5970920974478,0,1,"Standard"
"STU000083",2016,3.41618339653189,1,0,"Standard"
"STU000084",2016,2.92941485755205,0,1,"Standard"
"STU000085",2016,3.09097098049563,0,0,"Standard"
"STU000086",2016,3.11281667076559,0,0,"Standard"
"STU000087",2016,3.81692153310124,0,0,"Advanced"
"STU000088",2016,1.68862545488045,1,1,"NonCompletion"
"STU000089",2016,1.62159099990583,1,0,"Standard"
"STU000090",2016,1.39120010387455,1,0,"Standard"
"STU000091",2016,2.74382731212363,0,0,"Standard"
"STU000092",2016,3.69350169288054,0,1,"Advanced"
"STU000093",2016,2.13908805896331,1,0,"Standard"
"STU000094",2016,2.37312555132232,0,0,"Standard"
"STU000095",2016,1.52865066459125,1,0,"Standard"
"STU000096",2016,2.62861181691473,1,0,"Standard"
"STU000097",2016,2.77210543347934,1,0,"Standard"
"STU000098",2016,NA,1,0,"Standard"
"STU000099",2016,1.73454368367441,1,0,"Standard"
"STU000100",2016,2.53010818332827,0,0,"Standard"
"STU000101",2016,2.51129900430331,1,0,"Standard"
"STU000102",2016,2.37909978505428,0,0,"Standard"
"STU000103",2016,2.40706631501199,1,0,"Standard"
"STU000104",2016,2.28028600114379,1,0,"Standard"
"STU000105",2016,2.3253763621594,0,0,"Standard"
"STU000106",2016,2.49593483513297,1,0,"Standard"
"STU000107",2016,3.25515187070431,0,0,"Standard"
"STU000108",2016,3.78990241861363,1,0,"Advanced"
"STU000109",2016,3.5233067004795,1,1,"Advanced"
"STU000110",2016,3.15345711384093,1,1,"Standard"
"STU000111",2016,3.11507982252511,0,0,"Standard"
"STU000112",2016,2.58437697477992,1,0,"Standard"
"STU000113",2016,2.49634884454788,0,0,"Standard"
"STU000114",2016,2.89306989563493,0,0,"Standard"
"STU000115",2016,2.37012245760737,0,0,"Standard"
"STU000116",2016,3.21117187506056,1,1,"Standard"
"STU000117",2016,2.83693071324932,1,0,"Standard"
"STU000118",2016,3.10199161547629,0,0,"Standard"
"STU000119",2016,3.27344274283796,0,0,"Standard"
"STU000120",2016,3.35557986184203,1,1,"Standard"
"STU000121",2016,2.48354718540787,1,1,"Standard"
"STU000122",2016,2.68939487411984,0,0,"Standard"
"STU000123",2016,2.13733964744799,0,0,"NonCompletion"
"STU000124",2016,3.8795803539431,0,0,"Advanced"
"STU000125",2016,2.71472946258001,1,1,"Standard"
"STU000126",2016,2.43065239987342,1,0,"Standard"
"STU000127",2016,3.18731953695372,0,0,"Standard"
"STU000128",2016,3.67773598001521,0,1,"Advanced"
"STU000129",2016,1.91243033366627,0,0,"Standard"
"STU000130",2016,2.04144671806037,1,0,"Standard"
"STU000131",2016,3.28921058983444,1,0,"Standard"
"STU000132",2016,1.38754359950447,1,0,"Standard"
"STU000133",2016,1.88623048270505,1,0,"NonCompletion"
"STU000134",2016,1.59231699173374,0,0,"Standard"
"STU000135",2016,2.62418333162759,1,0,"Standard"
"STU000136",2016,2.45064663586401,0,1,"Standard"
"STU000137",2016,3.26994615620838,1,1,"Standard"
"STU000138",2016,2.77529553384889,0,0,"Standard"
"STU000139",2016,2.06848736381002,1,0,"Standard"
"STU000140",2016,1.82248136601767,0,0,"Standard"
"STU000141",2016,2.50345170652834,0,1,"Standard"
"STU000142",2016,2.41915528694586,0,0,"NonCompletion"
"STU000143",2016,2.33013248297889,0,0,"Standard"
"STU000144",2016,2.78416398980664,0,0,"Standard"
"STU000145",2016,2.42083184937007,0,0,"Standard"
"STU000146",2016,2.14263729688757,1,0,"Standard"
"STU000147",2016,3.33198864012842,0,1,"Standard"
"STU000148",2016,2.7979654071527,0,0,"Standard"
"STU000149",2016,2.82925033885924,0,0,"Standard"
"STU000150",2016,3.240402736663,0,0,"Standard"
"STU000151",2016,2.45542803507031,1,0,"Standard"
"STU000152",2016,3.24617631416256,0,0,"Standard"
"STU000153",2016,2.67320906480041,1,0,"Standard"
"STU000154",2016,2.15624642691193,1,0,"NonCompletion"
"STU000155",2016,2.68892936672341,0,0,"Standard"
"STU000156",2016,3.24767823274423,0,1,"Standard"
"STU000157",2016,2.67794518597671,1,0,"Standard"
"STU000158",2016,3.19613984431429,0,0,"Standard"
"STU000159",2016,3.44357865213132,0,0,"Standard"
"STU000160",2016,NA,1,1,"NonCompletion"
"STU000161",2016,2.21523468629923,1,0,"NonCompletion"
"STU000162",2016,2.04997757788102,1,1,"Standard"
"STU000163",2016,2.9847015119886,0,0,"Standard"
"STU000164",2016,2.66717462060312,1,0,"Standard"
"STU000165",2016,2.49739387945889,1,0,"Standard"
"STU000166",2016,3.46078376366694,1,0,"Standard"
"STU000167",2016,NA,0,0,"Standard"
"STU000168",2016,2.51854505963465,1,0,"Standard"
"STU000169",2016,2.19202341421398,0,0,"NonCompletion"
"STU000170",2016,3.02514437068997,1,0,"Standard"
"STU000171",2016,2.06569042152189,0,0,"Standard"
"STU000172",2016,1.87866792853719,0,0,"Standard"
"STU000173",2016,2.29673876445256,0,0,"Standard"
"STU000174",2016,2.88501535217185,0,0,"Standard"
"STU000175",2016,3.77421359990426,0,0,"Advanced"
"STU000176",2016,2.7540025499345,0,0,"Standard"
"STU000177",2016,2.32834223715981,1,1,"Standard"
"STU000178",2016,2.28793733538637,0,0,"Standard"
"STU000179",2016,1.94576141029113,1,0,"Standard"
"STU000180",2016,3.46289881712477,0,0,"Standard"
"STU000181",2016,2.12288331879388,0,0,"Standard"
"STU000182",2016,3.39318574735107,1,0,"Standard"
"STU000183",2016,3.55880520030754,0,0,"Standard"
"STU000184",2016,2.72048892577097,1,0,"Standard"
"STU000185",2016,3.59873075785064,0,1,"Advanced"
"STU000186",2016,2.10787862685121,1,0,"NonCompletion"
"STU000187",2016,NA,0,0,"Standard"
"STU000188",2016,2.35025107001999,1,1,"Standard"
"STU000189",2016,2.6473524619285,1,0,"Standard"
"STU000190",2016,NA,1,0,"Standard"
"STU000191",2016,2.90021826848465,1,0,"NonCompletion"
"STU000192",2016,2.69451928787709,1,0,"Standard"
"STU000193",2016,2.77872290386194,1,0,"Standard"
"STU000194",2016,3.38667859614407,0,0,"Standard"
"STU000195",2016,2.41744734382972,1,0,"NonCompletion"
"STU000196",2016,2.6905789565243,0,0,"Standard"
"STU000197",2016,2.05104640626304,1,0,"Standard"
"STU000198",2016,3.15703998283043,1,0,"Standard"
"STU000199",2016,2.30239126348198,1,0,"Standard"
"STU000200",2016,3.11881825588171,1,0,"Standard"
"STU000201",2016,2.35761084507981,0,0,"Standard"
"STU000202",2016,2.79869330014013,0,1,"Standard"
"STU000203",2016,2.46588638607821,0,0,"Standard"
"STU000204",2016,1.93631284901666,0,0,"Standard"
"STU000205",2016,2.03300816840079,1,0,"Standard"
"STU000206",2016,2.73065006356679,0,0,"Standard"
"STU000207",2016,2.45934868909439,0,0,"Standard"
"STU000208",2016,3.0548577004837,0,0,"Standard"
"STU000209",2016,2.21688333542374,1,0,"Standard"
"STU000210",2016,1.82745129103856,1,1,"Standard"
"STU000211",2016,3.13561290192618,0,1,"Standard"
"STU000212",2016,2.78753199009053,0,0,"Standard"
"STU000213",2016,2.55367475600577,0,0,"Standard"
"STU000214",2016,3.35753048173475,0,0,"Standard"
"STU000215",2016,2.67873994472996,1,0,"NonCompletion"
"STU000216",2016,3.31830974401091,0,0,"Standard"
"STU000217",2016,2.61673931150032,0,0,"Standard"
"STU000218",2016,3.38385056266035,0,0,"Standard"
"STU000219",2016,2.65507970655661,1,0,"Standard"
"STU000220",2016,2.49686525138173,1,0,"Standard"
"STU000221",2016,2.7768125136037,0,0,"Standard"
"STU000222",2016,2.31310551218139,1,0,"Standard"
"STU000223",2016,2.97895329494567,1,0,"Standard"
"STU000224",2016,2.45408025894712,0,0,"Standard"
"STU000225",2016,1.64365256856335,1,0,"Standard"
"STU000226",2016,2.58990415060485,1,0,"Standard"
"STU000227",2016,2.79185484074785,1,0,"Standard"
"STU000228",2016,3.77214924370768,1,0,"Advanced"
"STU000229",2016,3.37537697795325,1,0,"Standard"
"STU000230",2016,2.9676395742921,1,1,"Standard"
"STU000231",2016,2.94234061225423,1,1,"Standard"
"STU000232",2016,3.6077202424882,0,0,"Advanced"
"STU000233",2016,1.88830870085393,0,0,"Standard"
"STU000234",2016,3.02336911273909,1,1,"Standard"
"STU000235",2016,2.65943786793784,0,1,"Standard"
"STU000236",2016,3.14253735191158,0,1,"Standard"
"STU000237",2016,2.60717384546187,0,0,"Standard"
"STU000238",2016,2.88958039259968,0,1,"Standard"
"STU000239",2016,2.40207710726414,0,0,"Standard"
"STU000240",2016,2.11626165551524,1,0,"NonCompletion"
"STU000241",2016,2.06354837740562,0,0,"Standard"
"STU000242",2016,2.33501786648326,0,1,"Standard"
"STU000243",2016,2.69192172119777,0,0,"Standard"
"STU000244",2016,3.42022112168273,0,0,"Standard"
"STU000245",2016,2.97698096745281,0,1,"Standard"
"STU000246",2016,3.66643002559358,1,0,"Advanced"
"STU000247",2016,2.37475414982784,0,0,"Standard"
"STU000248",2016,2.24061579570089,0,0,"Standard"
"STU000249",2016,2.09279862392102,0,1,"Standard"
"STU000250",2016,3.39152459100551,1,0,"Standard"
"STU000251",2016,2.67534408227562,0,0,"Standard"
"STU000252",2016,2.80724118495256,0,0,"Standard"
"STU000253",2016,3.30533010258858,0,1,"Standard"
"STU000254",2016,2.74369884876511,1,0,"Standard"
"STU000255",2016,3.105062224761,1,0,"Standard"
"STU000256",2016,3.2489412539515,0,0,"Standard"
"STU000257",2016,2.35835367505456,0,0,"Standard"
"STU000258",2016,2.65060467590636,1,0,"Standard"
"STU000259",2016,2.65994972100486,0,0,"Standard"
"STU000260",2016,3.35668046797943,1,0,"Standard"
"STU000261",2016,3.205691758262,0,1,"Standard"
"STU000262",2016,2.33350593248123,0,0,"Standard"
"STU000263",2016,2.8842660910642,1,0,"Standard"
"STU000264",2016,1.4017385810502,1,0,"Standard"
"STU000265",2016,3.05033108533928,0,0,"Standard"
"STU000266",2016,2.46526927669339,1,0,"Standard"
"STU000267",2016,2.13038791552287,0,0,"Standard"
"STU000268",2016,1.97414410268868,0,0,"Standard"
"STU000269",2016,2.18717039763148,1,0,"Standard"
"STU000270",2016,3.02897632114829,1,0,"NonCompletion"
"STU000271",2016,2.71194302309429,0,0,"Standard"
"STU000272",2016,2.30701062516607,0,0,"Standard"
"STU000273",2016,2.76212849018122,0,1,"Standard"
"STU000274",2016,1.98713734974386,1,0,"Standard"
"STU000275",2016,2.48950376993091,1,0,"Standard"
"STU000276",2016,3.32472909563538,0,1,"Standard"
"STU000277",2016,1.3280984679274,1,0,"NonCompletion"
"STU000278",2016,2.86135629067464,0,1,"Standard"
"STU000279",2016,2.13311525664275,0,0,"Standard"
"STU000280",2016,3.5738772688659,1,1,"Advanced"
"STU000281",2016,2.05851429762573,1,0,"Standard"
"STU000282",2016,3.40784159799182,0,0,"Standard"
"STU000283",2016,2.0491443071288,1,0,"Standard"
"STU000284",2016,3.05072223062518,0,0,"Standard"
"STU000285",2016,NA,1,0,"Standard"
"STU000286",2016,2.26481731831957,1,0,"Standard"
"STU000287",2016,2.22069511905421,0,0,"Standard"
"STU000288",2016,2.77753454506615,1,1,"Standard"
"STU000289",2016,3.8517304140715,0,0,"Advanced"
"STU000290",2016,3.06782330501322,0,0,"Standard"
"STU000291",2016,3.19712788346128,0,0,"Standard"
"STU000292",2016,3.88008865924159,0,0,"Advanced"
"STU000293",2016,2.09564969001939,1,0,"Standard"
"STU000294",2016,1.91186196566617,1,0,"Standard"
"STU000295",2016,2.23330176298347,1,0,"Standard"
"STU000296",2016,2.65493679468251,0,1,"Standard"
"STU000297",2016,1.9056373266456,1,0,"Standard"
"STU000298",2016,NA,0,0,"Standard"
"STU000299",2016,2.05725851344538,0,0,"Standard"
"STU000300",2016,2.60827401915118,1,0,"Standard"
"STU000301",2016,3.09157217980901,0,0,"Standard"
"STU000302",2016,2.22300369397477,0,1,"Standard"
"STU000303",2016,3.1885547767324,0,1,"Standard"
"STU000304",2016,2.64121947202044,1,0,"Standard"
"STU000305",2016,3.10550052507571,0,0,"Standard"
"STU000306",2016,2.24917179427096,1,0,"Standard"
"STU000307",2016,3.08005509050561,0,1,"Standard"
"STU000308",2016,3.47789938945387,0,1,"Standard"
"STU000309",2016,2.00494387920553,0,0,"Standard"
"STU000310",2016,2.4094473604834,0,0,"NonCompletion"
"STU000311",2016,1.99424908917135,0,0,"Standard"
"STU000312",2016,2.37020685774585,0,0,"Standard"
"STU000313",2016,2.23083376778394,0,1,"Standard"
"STU000314",2016,2.83232133194415,0,0,"Standard"
"STU000315",2016,3.11488180703571,0,0,"Standard"
"STU000316",2016,2.71476559732665,0,0,"Standard"
"STU000317",2016,2.79803907790717,0,0,"Standard"
"STU000318",2016,3.47256463062064,0,0,"Standard"
"STU000319",2016,3.74473925605625,0,0,"Advanced"
"STU000320",2016,1.75696549025285,0,0,"Standard"
"STU000321",2016,2.53479268224686,0,0,"Standard"
"STU000322",2016,3.40829195481622,0,0,"Standard"
"STU000323",2016,NA,1,0,"NonCompletion"
"STU000324",2016,3.21717424670635,1,1,"Standard"
"STU000325",2016,2.14914817581743,0,0,"Standard"
"STU000326",2016,3.24904983381072,0,0,"Standard"
"STU000327",2016,3.20113026854148,0,0,"Standard"
"STU000328",2016,3.73139250965679,1,0,"Advanced"
"STU000329",2016,NA,1,0,"Standard"
"STU000330",2016,1.72347687364396,1,0,"Standard"
"STU000331",2016,3.90215727877212,0,0,"Advanced"
"STU000332",2016,2.59128474161323,0,0,"Standard"
"STU000333",2016,2.46211123195264,0,0,"Standard"
"STU000334",2016,1.50796621841836,1,0,"Standard"
"STU000335",2016,2.93142012597087,0,0,"Standard"
"STU000336",2016,2.86167988333666,0,0,"Standard"
"STU000337",2016,2.32006341515056,1,1,"Standard"
"STU000338",2016,3.53795207083847,0,1,"Advanced"
"STU000339",2016,2.92563565919051,1,0,"Standard"
"STU000340",2016,NA,0,0,"Standard"
"STU000341",2016,2.06843017874448,1,0,"NonCompletion"
"STU000342",2016,2.15070913729447,0,0,"Standard"
"STU000343",2016,2.8852926199376,1,0,"Standard"
"STU000344",2016,3.10784584157552,0,0,"Standard"
"STU000345",2016,1.94865989943628,1,0,"NonCompletion"
"STU000346",2016,3.81806238198008,0,1,"Advanced"
"STU000347",2016,2.62354462362632,1,0,"Standard"
"STU000348",2016,3.15917250043375,1,0,"Standard"
"STU000349",2016,2.28775335380363,0,0,"Standard"
"STU000350",2016,3.40406152808164,0,0,"Standard"
"STU000351",2016,2.44788716451863,1,0,"Standard"
"STU000352",2016,3.06658940409737,0,0,"Standard"
"STU000353",2016,3.23407737658181,0,1,"Standard"
"STU000354",2016,2.18350334452315,0,0,"Standard"
"STU000355",2016,2.67993715574929,0,0,"Standard"
"STU000356",2016,3.20402329341229,0,0,"Standard"
"STU000357",2016,1.29191582050051,1,0,"Standard"
"STU000358",2016,3.50384811174787,0,0,"Advanced"
"STU000359",2016,3.86049547343247,1,1,"Advanced"
"STU000360",2016,3.01921721348437,1,0,"Standard"
"STU000361",2016,2.43538840162563,0,0,"Standard"
"STU000362",2016,2.46598541203373,0,0,"Standard"
"STU000363",2016,2.44571401156695,0,0,"Standard"
"STU000364",2016,2.66745481809379,1,0,"Standard"
"STU000365",2016,1.80672020785419,1,0,"NonCompletion"
"STU000366",2016,2.43708436960714,0,0,"Standard"
"STU000367",2016,2.20748716878072,0,0,"Standard"
"STU000368",2016,2.85797773136681,0,0,"Standard"
"STU000369",2016,2.64771284882257,0,0,"Standard"
"STU000370",2016,3.05306067811075,0,0,"Standard"
"STU000371",2016,2.68452591909672,0,0,"Standard"
"STU000372",2016,2.86870502688392,0,0,"NonCompletion"
"STU000373",2016,2.10891982735844,1,0,"Standard"
"STU000374",2016,3.05527101955285,1,0,"Standard"
"STU000375",2016,2.3396381191435,1,0,"Standard"
"STU000376",2016,2.91012646044872,1,0,"Standard"
"STU000377",2016,3.37944531552801,0,0,"Standard"
"STU000378",2016,2.36239415631165,1,0,"Standard"
"STU000379",2016,2.91909624862315,1,0,"Standard"
"STU000380",2016,2.07510142016479,1,0,"Standard"
"STU000381",2016,2.53946628365631,0,1,"Standard"
"STU000382",2016,2.7235988061017,0,0,"Standard"
"STU000383",2016,3.12813358578818,0,1,"Standard"
"STU000384",2016,1.93027338070485,1,1,"NonCompletion"
"STU000385",2016,1.96355799927417,0,1,"Standard"
"STU000386",2016,3.47445410775583,0,1,"Standard"
"STU000387",2016,3.42448792984922,0,0,"Standard"
"STU000388",2016,2.47682310924163,1,0,"Standard"
"STU000389",2016,2.76202805075787,0,0,"Standard"
"STU000390",2016,3.19561084238357,1,0,"Standard"
"STU000391",2016,3.33526717841261,0,1,"Standard"
"STU000392",2016,3.68889530414655,1,0,"Advanced"
"STU000393",2016,1.62703965600673,1,0,"Standard"
"STU000394",2016,3.8166263196028,1,1,"Advanced"
"STU000395",2016,2.54392282563359,0,0,"Standard"
"STU000396",2016,3.09114474138586,0,0,"Standard"
"STU000397",2016,2.34287093830199,1,0,"Standard"
"STU000398",2016,2.09169090393932,0,0,"Standard"
"STU000399",2016,2.47795680704562,0,0,"Standard"
"STU000400",2016,3.03554119441323,1,0,"Standard"
"STU000401",2016,2.98889203760995,0,0,"Standard"
"STU000402",2016,2.54371081723176,0,1,"Standard"
"STU000403",2016,2.31552958918639,1,0,"Standard"
"STU000404",2016,2.73180156187796,1,0,"Standard"
"STU000405",2016,1.93810090430975,1,0,"Standard"
"STU000406",2016,2.69547247727032,1,0,"Standard"
"STU000407",2016,2.29840219916347,0,0,"Standard"
"STU000408",2016,2.93716866133482,0,0,"Standard"
"STU000409",2016,2.29471545011702,0,0,"Standard"
"STU000410",2016,3.49625976374539,0,0,"Standard"
"STU000411",2016,2.04789481095971,1,0,"Standard"
"STU000412",2016,2.49829258024263,1,0,"Standard"
"STU000413",2016,2.29849147632372,1,1,"Standard"
"STU000414",2016,2.45504366615866,1,0,"Standard"
"STU000415",2016,4,0,1,"Advanced"
"STU000416",2016,2.8030567090598,1,0,"NonCompletion"
"STU000417",2016,1.96232090253614,0,0,"NonCompletion"
"STU000418",2016,2.53179900804495,1,0,"Standard"
"STU000419",2016,2.41648631247704,1,0,"Standard"
"STU000420",2016,3.17159769481289,0,0,"Standard"
"STU000421",2016,2.72807640147607,0,0,"Standard"
"STU000422",2016,2.17931553711819,1,0,"Standard"
"STU000423",2016,2.61209643111291,1,0,"Standard"
"STU000424",2016,2.28569955994664,0,0,"Standard"
"STU000425",2016,3.38975003714089,0,0,"Standard"
"STU000426",2016,1.9841365650174,1,0,"NonCompletion"
"STU000427",2016,3.05224835452612,0,1,"Standard"
"STU000428",2016,2.12855220775604,1,0,"Standard"
"STU000429",2016,2.46909078099834,1,1,"Standard"
"STU000430",2016,3.08056142995713,0,0,"Standard"
"STU000431",2016,1.98795543517635,1,0,"Standard"
"STU000432",2016,4,0,1,"Advanced"
"STU000433",2016,2.99555300217755,0,1,"Standard"
"STU000434",2016,2.61230195268813,0,0,"Standard"
"STU000435",2016,2.75921495529777,1,0,"Standard"
"STU000436",2016,2.13243692805628,0,0,"Standard"
"STU000437",2016,2.51768217448828,1,0,"Standard"
"STU000438",2016,2.71479395538061,0,0,"Standard"
"STU000439",2016,2.95630706014073,0,0,"Standard"
"STU000440",2016,2.31975797393523,0,0,"Standard"
"STU000441",2016,3.43398950259482,0,0,"Standard"
"STU000442",2016,2.98424294200894,1,0,"Standard"
"STU000443",2016,2.71188917658652,1,0,"Standard"
"STU000444",2016,2.96879013467483,0,0,"Standard"
"STU000445",2016,1.63078720019011,1,0,"Standard"
"STU000446",2016,1.96760364278908,1,0,"Standard"
"STU000447",2016,2.54274166097991,0,1,"Standard"
"STU000448",2016,1.51661415213815,0,0,"NonCompletion"
"STU000449",2016,3.16792719525835,0,0,"Standard"
"STU000450",2016,3.02190099100288,0,0,"Standard"
"STU000451",2016,2.39165405718417,0,0,"Standard"
"STU000452",2016,2.19363586715646,1,1,"Standard"
"STU000453",2016,3.02983745892755,1,0,"Standard"
"STU000454",2016,3.59422665920428,0,0,"Advanced"
"STU000455",2016,3.128191346481,0,1,"Standard"
"STU000456",2016,2.41418438456948,0,0,"NonCompletion"
"STU000457",2016,2.92262835972371,0,0,"NonCompletion"
"STU000458",2016,3.33478109202736,0,0,"NonCompletion"
"STU000459",2016,1.81125787811463,0,0,"Standard"
"STU000460",2016,1.8460762727714,1,0,"Standard"
"STU000461",2016,3.07962689576333,1,0,"Standard"
"STU000462",2016,3.07488525549114,0,0,"Standard"
"STU000463",2016,3.1704699421356,0,0,"Standard"
"STU000464",2016,2.31294340570028,1,1,"Standard"
"STU000465",2016,3.02828377492639,0,0,"Standard"
"STU000466",2016,2.82863749496015,1,0,"Standard"
"STU000467",2016,2.83432539228501,0,0,"Standard"
"STU000468",2016,2.70066859533062,1,0,"Standard"
"STU000469",2016,2.92151054226704,1,0,"Standard"
"STU000470",2016,2.18472725733357,0,0,"Standard"
"STU000471",2016,2.64100426068921,1,0,"Standard"
"STU000472",2016,3.0121951189672,0,0,"Standard"
"STU000473",2016,2.1756941815396,1,0,"Standard"
"STU000474",2016,2.44882821174255,0,0,"Standard"
"STU000475",2016,1.9828534490139,0,1,"Standard"
"STU000476",2016,2.15420841535434,1,1,"Standard"
"STU000477",2016,4,0,0,"Advanced"
"STU000478",2016,2.68401095423514,0,0,"Standard"
"STU000479",2016,1.9629898262721,1,0,"NonCompletion"
"STU000480",2016,2.85113780584547,0,0,"Standard"
"STU000481",2016,1.24564033028274,0,0,"Standard"
"STU000482",2016,2.07461382219667,1,0,"Standard"
"STU000483",2016,2.38454310718967,1,0,"NonCompletion"
"STU000484",2016,2.29927047708819,1,0,"NonCompletion"
"STU000485",2016,2.30720136847489,1,0,"Standard"
"STU000486",2016,2.4209351387588,1,1,"Standard"
"STU000487",2016,2.42602634874722,0,0,"Standard"
"STU000488",2016,4,0,0,"Advanced"
"STU000489",2016,NA,1,0,"NonCompletion"
"STU000490",2016,3.23992414146966,0,0,"Standard"
"STU000491",2016,3.62588954286259,0,0,"Advanced"
"STU000492",2016,2.91982505262455,0,0,"Standard"
"STU000493",2016,3.32323823254571,1,1,"Standard"
"STU000494",2016,3.10387448129194,0,1,"Standard"
"STU000495",2016,2.22624760404057,1,0,"Standard"
"STU000496",2016,2.3757870070332,0,0,"Standard"
"STU000497",2016,2.43314505321818,0,0,"Standard"
"STU000498",2016,2.00028156920549,0,0,"Standard"
"STU000499",2016,3.29043022866979,0,0,"Standard"
"STU000500",2016,3.49032729331807,0,0,"Standard"
"STU000501",2016,2.24208382761842,0,0,"Standard"
"STU000502",2016,2.12126681046867,0,0,"Standard"
"STU000503",2016,3.09353002039937,1,0,"NonCompletion"
"STU000504",2016,2.80961383064924,1,0,"Standard"
"STU000505",2016,2.76451733805197,1,0,"Standard"
"STU000506",2016,3.31511801640583,1,1,"Standard"
"STU000507",2016,2.28323145953277,1,0,"Standard"
"STU000508",2016,3.18545406773866,0,0,"Standard"
"STU000509",2016,3.31832403310119,1,0,"Standard"
"STU000510",2016,2.48448889195278,0,1,"Standard"
"STU000511",2016,2.28010960606474,1,0,"Standard"
"STU000512",2016,2.59370240763311,1,0,"Standard"
